epoch,acc,loss,lr,val_acc,val_loss
0,0.6098774629720233,1.0869637867609376,0.001,0.6138,1.4230471197128296
1,0.7681971881117636,0.6653427569111761,0.001,0.779,0.7290094558715821
2,0.8127780743904609,0.5407667529248305,0.001,0.6876,1.3631039310455322
3,0.8378381384588005,0.46737920559090296,0.001,0.7704,0.8234089366912842
4,0.8547228154475885,0.41732812684521936,0.001,0.82,0.6117188744544982
5,0.868871240434241,0.37558366391661274,0.001,0.8422,0.5132481326103211
6,0.8794158213205197,0.3444840937162033,0.001,0.8476,0.509133347606659
7,0.888147357180993,0.31949331136136944,0.001,0.8706,0.4151477252006531
8,0.8949268108204307,0.2992749815986746,0.001,0.85,0.5399469816207886
9,0.9013670137035059,0.2808399893161792,0.001,0.8558,0.48143197841644286
10,0.9067894643174942,0.2653937690751602,0.001,0.866,0.4670155746459961
11,0.9124399359316604,0.2499333313505677,0.001,0.863,0.48794665870666504
12,0.9172728688378715,0.23697034383007357,0.001,0.868,0.5095410978317261
13,0.9198756451325859,0.22863334365434834,0.001,0.8714,0.4485772161483765
14,0.9233793824523937,0.21846651240804055,0.001,0.8598,0.5715658939361572
15,0.92646600818651,0.20795360191646134,0.001,0.8704,0.4549265405654907
16,0.9277785193094856,0.2032470555333273,0.001,0.8832,0.431238763999939
17,0.9325558373376046,0.19175974273521962,0.001,0.8942,0.38798718128204346
18,0.9343688823634099,0.18634997094509165,0.001,0.9068,0.3537915358543396
19,0.9358148691938067,0.1819037462886828,0.001,0.8926,0.4021575922012329
20,0.9376445986830397,0.1754815311058076,0.001,0.8952,0.3961516237735748
21,0.9395243815625556,0.17040721466667433,0.001,0.8746,0.4689648826599121
22,0.9410148602954262,0.16522968597617316,0.001,0.8902,0.4197196719169617
23,0.9433673696387258,0.1602642400478465,0.001,0.8904,0.46468980312347413
24,0.943778919736608,0.15769072941837237,0.001,0.885,0.44497012996673585
25,0.9455419113721303,0.15249456912300677,0.001,0.8908,0.4369543266296387
26,0.9473382719345079,0.14778951558391035,0.001,0.8858,0.44694945278167725
