epoch,acc,loss,lr,val_acc,val_loss
27,0.9485729222281545,0.1432640235557093,0.001,0.8978,0.39408356885910034
28,0.94924586225307,0.14342724386793496,0.001,0.9128,0.3428941129684448
29,0.9515205107670404,0.1368444021163874,0.001,0.9122,0.3651612105846405
30,0.9519709912795871,0.1350556080845987,0.001,0.9124,0.360410218334198
31,0.953772913329774,0.13005642024746727,0.001,0.8998,0.3878672159671783
32,0.9539898113543335,0.1298479855409308,0.001,0.9086,0.3540282014131546
33,0.955068739989322,0.1259219910409802,0.001,0.9042,0.3669299431324005
34,0.9557917334045204,0.12454230017407684,0.001,0.9064,0.3649383987903595
35,0.9571209289909236,0.12056135887364512,0.001,0.9126,0.3574039537668228
36,0.9563478821854422,0.12022877147865106,0.001,0.9096,0.3909418189525604
37,0.9580608204306816,0.11833722985936831,0.001,0.9116,0.35095513234138487
38,0.958527985406656,0.11568527853972135,0.001,0.858,0.7151240831375122
39,0.9602131162128492,0.11258017015834025,0.001,0.9134,0.3445271438121796
40,0.9607025271400605,0.11103311123355923,0.001,0.9072,0.34133779134750364
41,0.9612642374087916,0.10984417138921873,0.001,0.9212,0.3169970354139805
42,0.96234316604378,0.10770910020959215,0.001,0.9146,0.35711419966220853
43,0.9621596369460759,0.10510362824740017,0.001,0.8956,0.44981715033054354
44,0.9629438067271756,0.10351899057644293,0.001,0.8936,0.4556931683063507
45,0.9737275315892507,0.07422713006325421,1e-04,0.9178,0.34159412326812744
46,0.9773814290799074,0.0645379374811269,1e-04,0.9178,0.35515200114250184
47,0.9785715874710803,0.06111336833629205,1e-04,0.9202,0.33770778632164
48,0.9790331909592455,0.05873976760597916,1e-04,0.9274,0.3128824943780899
49,0.9800120128136679,0.05721601520092009,1e-04,0.9246,0.32099915323257444
50,0.9799230290087204,0.057230806845855374,1e-04,0.9274,0.3217723955154419
51,0.9804068784481225,0.05523441923947078,1e-04,0.9272,0.3276949445962906
52,0.9813745773269265,0.05231167805491506,1e-04,0.925,0.3304576387643814
53,0.9818473037907101,0.05202989798249757,1e-04,0.9264,0.3329964131474495
54,0.9812522245951237,0.052176438821398254,1e-04,0.9266,0.3307433306932449
55,0.9820697633030788,0.0504267443432074,1e-04,0.9234,0.35030203578472136
56,0.98255917423029,0.05004327220368294,1e-04,0.9266,0.3441986520051956
57,0.9823255917423029,0.0496759938054431,1e-04,0.9266,0.35076492125988007
58,0.9825146823278164,0.04954810454336534,1e-04,0.9308,0.3209670186161995
59,0.982431260010678,0.049003225396132694,1e-04,0.9264,0.3492981900453567
60,0.9832043068161594,0.04801865188067792,1e-04,0.9278,0.3370176884651184
61,0.983193183840541,0.04738276669385645,1e-04,0.9292,0.34454462168216704
62,0.9832487987186332,0.047234540986711655,1e-04,0.9318,0.3357066262960434
63,0.9833377825235807,0.04644395738655629,1e-04,0.9288,0.34155726617574694
64,0.983905054280121,0.04518932644504468,1e-04,0.928,0.338713414144516
65,0.9840496529631607,0.04548625865156007,1e-04,0.9336,0.32143128600120546
66,0.9841942516462004,0.045693448337698304,1e-04,0.9326,0.32267208721637725
67,0.9842498665242926,0.04503875006896106,1e-04,0.9332,0.32487809852361677
68,0.9844167111585691,0.04351863989329788,1e-04,0.932,0.33660735251903534
69,0.9848560686954975,0.04356570534572615,1e-04,0.9336,0.33684464938640596
70,0.9851341430859584,0.04384654430756601,1e-04,0.9262,0.36282579550743105
71,0.9843499733048585,0.043929962130594274,1e-04,0.93,0.3473262275338173
72,0.985100774159103,0.043083331457203916,1e-04,0.928,0.3574826221704483
73,0.9842276205730557,0.043944721913358194,1e-04,0.9302,0.35138971897363663
74,0.9846058017440826,0.04341708195016543,1e-04,0.929,0.3467259342432022
75,0.9852453728421428,0.04287424215132306,1e-06,0.9318,0.33692412617206574
76,0.9853232336714718,0.04231309491979531,1e-06,0.9316,0.33832615203857425
77,0.9855623776472682,0.04126883354169146,1e-06,0.9318,0.33893192546367645
78,0.9855512546716497,0.04106247571290485,1e-06,0.9316,0.3404574567079544
79,0.9856457999644065,0.0414703075449692,1e-06,0.9318,0.34056906650066376
80,0.9851063356469123,0.041477798347686536,1e-06,0.9318,0.33960097160339353
81,0.9850896511834846,0.04167245491340477,1e-06,0.9316,0.3412039400100708
82,0.9855735006228866,0.04077702368825428,1e-06,0.9314,0.34105328278541563
83,0.9856235540131696,0.040905807270545755,1e-06,0.9312,0.34197830588817596
84,0.9858905054280122,0.03965167412905626,1e-06,0.9318,0.3401569513320923
85,0.9854177789642286,0.040823159363836514,1e-06,0.9302,0.345418903028965
86,0.9858070831108738,0.04026637523300119,1e-06,0.9312,0.34289857093095777
87,0.9857903986474462,0.04037380896725074,1e-06,0.9308,0.34591325199604034
88,0.9856179925253604,0.04029786526446777,1e-06,0.9308,0.34471144858598707
89,0.9860517885744794,0.04049808998832746,1e-06,0.9308,0.34331674704551696
90,0.9862520021356114,0.04047901128164121,1e-06,0.931,0.3426516743183136
91,0.9862408791599929,0.039866228567134766,1e-06,0.9312,0.34224764021635057
92,0.9856624844278341,0.041117873082849365,1e-06,0.932,0.34063117705583573
93,0.9856124310375511,0.04070424734664347,1e-06,0.9318,0.34180037817955017
94,0.9863243014771311,0.039477230980464004,1e-06,0.932,0.33937941266298294
95,0.9856291155009789,0.04079771145239216,1e-06,0.933,0.339964916241169
96,0.9861463338672362,0.03966468918752229,1e-06,0.933,0.3391261992812157
97,0.9860740345257163,0.0395734542292533,1e-06,0.931,0.34480016964674
98,0.9857514682327816,0.03981254508321455,1e-06,0.9324,0.3413375718355179
99,0.9853232336714718,0.041051793751094426,1e-06,0.932,0.3429612362980843
