epoch,acc,loss,lr,val_acc,val_loss
0,0.6177357651245552,1.0652489872186635,0.001,0.7104,0.9654251781463623
1,0.7674598654469085,0.6692162799184058,0.001,0.7792,0.7044670333862305
2,0.8101439860463461,0.5452080757185422,0.001,0.8078,0.681463175201416
3,0.8364361228775852,0.47076708246793564,0.001,0.8464,0.48920636405944823
4,0.8545456163457089,0.4189418807519156,0.001,0.8484,0.519682480430603
5,0.8678629907806215,0.38001584620194945,0.001,0.8482,0.5154626516342163
6,0.8771046168084576,0.3502212459680232,0.001,0.8696,0.44316088724136354
7,0.8855186345352934,0.32759271695765946,0.001,0.893,0.36285024552345274
8,0.8927312853735806,0.30555803609399096,0.001,0.8888,0.3602456964015961
9,0.8984800484106361,0.2886446756304628,0.001,0.8996,0.33035064001083375
10,0.9041220232798206,0.27428388165037054,0.001,0.9026,0.3329476584434509
11,0.9086916669633005,0.26076159003340443,0.001,0.902,0.3245100878715515
12,0.9115349019328658,0.25185678521786437,0.001,0.8854,0.39120653371810915
13,0.9164115615989749,0.23860410573928661,0.001,0.9004,0.3475315142631531
14,0.9192414480475564,0.22971225074554621,0.001,0.903,0.33321318387985227
15,0.9212882212650838,0.2232669380097336,0.001,0.9162,0.2788493878364563
16,0.924620902004058,0.21249571277957585,0.001,0.9108,0.3156223463058472
17,0.9268278574733919,0.20724809352619206,0.001,0.8946,0.3506065309524536
18,0.9289680703378066,0.20012441792063584,0.001,0.9174,0.2784349020957947
19,0.9314909408037589,0.19383335947674551,0.001,0.9032,0.33514020962715146
20,0.9336623002171359,0.18774198097052963,0.001,0.9202,0.2786993108361959
21,0.9347880254867761,0.18354001348573065,0.001,0.9156,0.30484762194156645
22,0.9367013134944648,0.179032919281979,0.001,0.9184,0.28616465377807615
23,0.9383431815754815,0.17407632207216367,0.001,0.9208,0.2845721447117627
24,0.9394733563521162,0.17058190091887743,0.001,0.9096,0.3170785977125168
25,0.9409772897162995,0.16740003368961712,0.001,0.9208,0.2617364501595497
26,0.942169757590859,0.16387579199452468,0.001,0.9108,0.3337943255186081
27,0.9439451108817143,0.15879106670583912,0.001,0.9154,0.2954760238207877
28,0.9445724913679564,0.1562317963356394,0.001,0.9236,0.27790319504588845
29,0.9465213754316022,0.1507754916955022,0.001,0.9152,0.331619541541487
30,0.9470731142989357,0.14942664207840206,0.001,0.92,0.2923772909104824
31,0.9476782472502047,0.14648982296555144,0.001,0.9212,0.2872172236442566
32,0.9486660378030114,0.1437134154977061,0.001,0.9038,0.3772934131622315
33,0.9502856583490549,0.14014448983021188,0.001,0.9294,0.26994676230102777
34,0.9501477236322216,0.14066433063350034,0.001,0.918,0.324937043094635
35,0.9526794931121632,0.13406953995665008,0.001,0.9258,0.2860790494799614
36,0.9525905029722707,0.13431847614242773,0.001,0.9168,0.3294452545695007
37,0.9531778378955612,0.13219033131721414,0.001,0.9216,0.29713245885372164
38,0.9538853095077066,0.13039497702129857,0.001,0.9268,0.2695269992776215
39,0.9533558181753462,0.13071199980055973,0.001,0.9222,0.29788015203475954
40,0.9557496529384544,0.1253426684115651,0.001,0.9276,0.27975801486652346
41,0.955553874630691,0.1250240763431407,0.001,0.9246,0.29724393610954286
42,0.956857580180116,0.12312673710122385,0.001,0.9146,0.33941863458156585
43,0.9571690456697398,0.12124719536035626,0.001,0.9222,0.2920066388130188
44,0.957725234044068,0.11952583767260601,0.001,0.9244,0.27895185542106626
45,0.9584505036841918,0.1178305594952574,0.001,0.9284,0.2745390568137169
46,0.958672979033923,0.11721007466235069,0.001,0.9268,0.2775944567680359
47,0.9592914605061759,0.11330158462903676,0.001,0.9206,0.31186032156944277
48,0.9599232904994127,0.11323091233706131,0.001,0.9278,0.2901155362844467
49,0.9606263126045634,0.1105006833844947,0.001,0.9224,0.30716923404932023
50,0.9705442636955826,0.08326037599270644,1e-04,0.934,0.2638428471326828
51,0.9741795109101912,0.0726791585687541,1e-04,0.9334,0.2665449622362852
52,0.9750916598440893,0.06997892418150772,1e-04,0.9344,0.2752071896493435
53,0.9760127077919767,0.06755907444337204,1e-04,0.9334,0.2740835679590702
54,0.9774543480582352,0.0650835198118887,1e-04,0.9322,0.2747544784791768
55,0.9774187520022781,0.06400848382597475,1e-04,0.9336,0.27569586279392244
56,0.977788061082832,0.06340447581742611,1e-04,0.9344,0.28095437126159667
57,0.9778281066457837,0.06310456830030096,1e-04,0.9362,0.27211204125881194
58,0.978855942761542,0.06037312804169027,1e-04,0.9342,0.2640507130742073
59,0.9787936496636173,0.05965805860699147,1e-04,0.9314,0.2760492535829544
60,0.9785533762859076,0.060550998169084755,1e-04,0.9342,0.2786240122616291
61,0.9795589648666928,0.0593275925698447,1e-04,0.935,0.27238415169119834
62,0.9789226853664614,0.059104694531375124,1e-04,0.9358,0.2690010273270309
63,0.9795500658527035,0.0580644778325757,1e-04,0.9368,0.2740374759815633
64,0.9794121311358701,0.05746763117755035,1e-04,0.933,0.28011675775051115
65,0.9797191471184993,0.05714821392815212,1e-04,0.935,0.2788934160888195
66,0.9798570818353326,0.05602561167985124,1e-04,0.9362,0.2727699725802988
67,0.9803242800697682,0.05585168838715864,1e-04,0.9358,0.2749023564308882
