epoch,acc,loss,lr,val_acc,val_loss
68,0.9807959278111985,0.05468579455379248,1e-04,0.9354,0.273685280546546
69,0.9801285017620047,0.05544577476453518,1e-04,0.936,0.2769297044098377
70,0.9809961556259567,0.054120562171689285,1e-04,0.936,0.28751225372180345
71,0.981098494286833,0.05444596633772348,1e-04,0.9366,0.29097540173977615
72,0.9807914783042039,0.054970818012747266,1e-04,0.9376,0.2889609839141369
73,0.9813343181575481,0.053747434755236495,1e-04,0.9366,0.28662810809407385
74,0.9812008329477094,0.053780632612981646,1e-04,0.935,0.2945627024071291
75,0.982059587797672,0.051079753017444794,1e-05,0.935,0.286482865472883
76,0.9821930730075108,0.05120970629798935,1e-05,0.9366,0.28603566292449834
77,0.9819705976577795,0.05151981227797401,1e-05,0.9352,0.2867697130598128
78,0.9820996333606237,0.05134173762048693,1e-05,0.9354,0.2869921744786203
79,0.9824244473712312,0.05004000765820572,1e-05,0.936,0.2869135890208185
80,0.982379952301285,0.04988471331690848,1e-05,0.935,0.28581248379573226
81,0.9819483501228063,0.05049784070947689,1e-05,0.9352,0.2857351283878088
82,0.9821530274445591,0.05053463888037374,1e-05,0.9356,0.2873114901274443
83,0.9823977503292635,0.05042324810924458,1e-05,0.9368,0.2851525088638067
84,0.9826691702559357,0.049321317060752795,1e-05,0.9356,0.28711182233467697
