epoch,acc,loss,lr,val_acc,val_loss
45,0.9594249457160147,0.1143326501312166,0.001,0.922,0.3254432203413424
46,0.9595539814188588,0.11320202971092841,0.001,0.928,0.3005393576742128
47,0.9598787954294664,0.11278203458325371,0.001,0.9214,0.3225618390937452
48,0.9606040650695903,0.11157336703924024,0.001,0.925,0.2804170625913888
49,0.9613782792866551,0.1098444088849914,0.001,0.9288,0.2948781519651813
50,0.9706199053144912,0.08293145494329696,1e-04,0.934,0.27023467422760006
51,0.974691204214573,0.07221542121571325,1e-04,0.9354,0.26924533169296194
52,0.9759504146940519,0.06913081643627474,1e-04,0.9352,0.267584899282459
53,0.9766089417292564,0.06591948830397516,1e-04,0.9384,0.2690712022423906
54,0.9777391165058912,0.0634805376011448,1e-04,0.9384,0.2665379635572515
55,0.977481045100203,0.06335649710365118,1e-04,0.9358,0.27633263555766335
56,0.9782196632613106,0.06222789855218823,1e-04,0.9348,0.2816215067625067
57,0.9788336952265689,0.06058654014647189,1e-04,0.9372,0.2749639568567502
58,0.9788381447335636,0.05971600679718564,1e-04,0.935,0.28294181907177934
59,0.9791852062791443,0.05960000851373955,1e-04,0.9358,0.2762340744018642
60,0.9799060264122735,0.05775843785326291,1e-04,0.9344,0.2820515254139911
61,0.9796212579646175,0.0584252338610442,1e-04,0.9386,0.2745628881216131
62,0.9804488662656178,0.05669646500206197,1e-04,0.9344,0.28974564726354746
63,0.9799327234542413,0.0566438013535714,1e-04,0.936,0.28579445952177185
64,0.9802886840138113,0.05636702476987446,1e-04,0.9358,0.2911214178562196
65,0.9801952443669242,0.05572095180876603,1e-04,0.9334,0.2949170840740223
66,0.9808760189371017,0.05434979982978576,1e-04,0.9356,0.2905704769492335
67,0.9811963834407148,0.05352675092879609,1e-04,0.9332,0.29819526785612177
68,0.9809427615420211,0.0540357332342516,1e-04,0.9354,0.29429045298099527
69,0.9807158366852953,0.05464620482039726,1e-04,0.935,0.2919415286779414
70,0.9815478944932902,0.05276010189522103,1e-04,0.9366,0.2951875443577767
71,0.9814322073114299,0.052587236501000674,1e-04,0.9376,0.2847893696784979
72,0.9818682589969031,0.052318940100196006,1e-04,0.9344,0.2963771615266806
73,0.9817125262520913,0.051215603681566246,1e-04,0.9366,0.2867873323202241
74,0.9817303242800698,0.051990346834987794,1e-04,0.936,0.2916331142663964
75,0.9824956394831452,0.05013023788853406,1e-05,0.937,0.2872222152233132
76,0.9829450396896023,0.04912805731953937,1e-05,0.936,0.28784852011203854
77,0.983163065532339,0.047909177213608746,1e-05,0.9368,0.2885052248001107
78,0.9825089880041291,0.04986869535381962,1e-05,0.9368,0.2871070801019676
79,0.9827982059587798,0.04872700212437081,1e-05,0.9368,0.2866919669389735
80,0.9830874239134304,0.048771413737506465,1e-05,0.9368,0.28805841596126647
81,0.9835635211618553,0.046702394834829165,1e-05,0.937,0.28709750384092386
82,0.9831808635603175,0.04811630328575386,1e-05,0.9372,0.28686564936638
83,0.9831185704623928,0.04808648144208402,1e-05,0.938,0.28745190484523875
84,0.9834211369380272,0.047201109353227126,1e-05,0.9374,0.28807852551937174
85,0.9830607268714626,0.04733733047725801,1e-05,0.9382,0.28888052699565947
86,0.9835145765849144,0.04700267582088569,1e-05,0.938,0.2901763027906424
87,0.983163065532339,0.048435252665082126,1e-05,0.9378,0.28900692906379777
88,0.9831408179973659,0.04798233255599017,1e-05,0.9374,0.2909082754611973
89,0.9832965507421778,0.047388102579909844,1e-05,0.937,0.29100448989868244
90,0.9831586160253444,0.04764382464745247,1e-05,0.9366,0.2901400299549108
91,0.9829183426476347,0.049132259626142115,1e-05,0.9372,0.28956836866140423
92,0.983198661588296,0.04795858018930965,1e-05,0.9382,0.2918602848529822
93,0.9832120101092799,0.04771123067452484,1e-05,0.9376,0.2895549642086034
94,0.9828871960986723,0.04828459148180222,1e-05,0.9374,0.2914823178291331
95,0.9837592994696188,0.047403920273290996,1e-05,0.9378,0.28984826798439073
96,0.983056277364468,0.04790724253484125,1e-05,0.9384,0.2878059045910842
97,0.983127469476382,0.04786500415559509,1e-05,0.9374,0.2896887660741812
98,0.9833855408820703,0.04705501594798017,1e-05,0.9376,0.2890276940226564
99,0.9835012280639305,0.04610092994594207,1e-05,0.9372,0.2923070869326596
